0	(re)zip	Booth: N2046	['Austin,', 'TX', 'United States']	Rezip Co. designs thoughtful products to help  consumers live a simpler, greener lifestyle. (re)zip® Reusable Storage Bags are the original  food-safe, lightweight, leakproof, freezer-safe  reusable bags. They are designed to simplify  food storage, and make it easy  for consumers to consciously reduce single-use  plastic baggies. (re)zip Reusable Storage Bags  are available in an assortment of sizes and styles  to accommodate a variety of uses including food  prep, pantry storage, organization, and more	Brands: Rezip	['Home', 'Pet', 'Special Attributes']	[['Household Supplies', 'Kitchen & Dining', 'Miscellaneous'], ['Pet Food - Cat', 'Pet Food - Dog'], ['Sustainability']]
746	eightbillion.com	Booth: 4783	['Seattle,', 'WA', 'United States']	N/A	N/A	[]	[]
747	EIRA Water	Booth: 153	['Verona,', 'NJ', 'United States']	N/A	N/A	[]	[]
748	Ekologie Forte Pvt. Ltd	Booth: 2163	['Aurangabad,', 'Maharashtra', 'India']	N/A	N/A	[]	[]
749	Elcove	Booth: 8822	['Katy,', 'TX', 'United States']	N/A	N/A	[]	[]
750	Element Food Solutions	Booth: 1477	['Hodgkins,', 'IL', 'United States']	N/A	Brands: Element Food Solutions, AZAR Nuts, Power Snacks, Sunrise Confections, Nubu Nut Butter Bites and Hospitality Mints	['Services', 'Special Attributes']	[['Contract Manufacturing'], ['Food Service Ready']]
751	Elements Truffles	Booth: 5358	['Union City,', 'NJ', 'United States']	Elements makes clean, high vibe & nutrition dense Chocolates & Snacks powered by the science of Ayurveda. Made with ethically sourced & fair trade ingredients. All products are free of gluten, dairy, soy, refined sugar, preservatives, GMO’s & shortcuts! The products are nourishing for the mind, body & soul! Crafted by meditators in micro-batches with high vibrational music playing in the background. 25% of profits are donated towards the education of underprivileged children in India	Brands: Classic Bars - 70% Dark Chocolates in 6 flavors 
Rasa Bars - 75% Dark Chocolates in 5 flavors
Drinking Chocolate - 3 Flavors 
Vegan Protein 
Shakti snack Bars - 3 Flavors	['Special Attributes']	[['Cocoa', 'Dairy Free', 'Specialty/Gourmet', 'Vegan']]
752	eleven TLC, A Wellness Co.	Booth: 4591	['Atlanta,', 'GA', 'United States']	N/A	N/A	[]	[]
753	Elite Naturel USA, LLC	Booth: 1910	['NYC,', 'NY', 'United States']	N/A	Brands: Elite Naturel, Organic  Juices, Smoothies, Dried Pomegranate Arils, Dried Citrus, Dried Watermelon, Snacks,  Green -Tropical and Berry blend  and  any special blend fruit and vegetable juices (Our brand or Private Label)
	['Baby Food', 'Special Attributes']	[['Baby Food Shelf'], ['Functional Beverage', 'Kosher/Parve', 'Organic Food & Bev']]
754	Eliya Organic King Coconut Water	Booth: N1838	['?North Brunswick,', 'NJ', 'United States']	Eliya uses Organic King Coconuts from Sri Lanka that naturally contains 2x the electrolytes with 35% less sugar compared to the green coconut.   Eliya's coconuts are hand-harvested in small batches and bottled within 4 hours of harvesting. Eliya is the only coconut water in the world made in small batches.   Eliya is packaged in a custom ergonomic frosted glass bottle and is completely plastic-free. The bottle is recyclable + reusable!	Brands: 100% Juice 
Young King Coconut
Never from Concentrate
No Added Sugar
Certified USDA Organic
Non-GMO
Kosher
Vegan
Gluten-Free
Paleo and Whole30 Compliant
Hand Harvested
Sustainable Practices
Sustainably Farmed	['Special Attributes', 'Cosmetics Personal Care', 'Packaging']	[['Full Line Organic', 'Vegan'], ['Baby Care', 'Bath & Body', 'Deodorant & Anti-Perspirant', 'Facial Care', 'Hair Care', 'Home Spa & Massage', "Men's Personal Care & Grooming"], ['Biodegradable Packaging']]
755	Elizabeth's Food Co.	Booth: 2062	['Rancho Dominguez,', 'CA', 'United States']	N/A	Brands: Elizabeth's Organic Stuffing, Elizabeth's Organic Croutons, Organic 1" Pita Chips and 2" Pita Chips, Elizabeth's Org.1 "Small Round Croutons, Organic and Instituionalized 2" Bread Chips	['Special Attributes']	[['Kosher/Parve', 'Organic Processed/Packaged']]
756	ELLENOS: REAL GREEK YOGURT	Booth: N821	['Federal Way,', 'WA', 'United States']	N/A	N/A	[]	[]
757	Elmhurst 1925	Booth: 1783	['Elma,', 'NY', 'United States']	N/A	N/A	['Special Attributes']	[['Dairy Free', 'Gluten/Wheat Free', 'Kosher/Parve', 'Specialty/Gourmet', 'Vegan']]
758	ELORO USA LLC	Booth: 4699C	['United States,', 'DE', 'United States']	N/A	N/A	[]	[]
759	Else Nutrition	Booth: N1817, F34	['Westerville,', 'OH', 'United States']	N/A	N/A	['Baby Food', 'Special Attributes']	[['Baby Food Shelf'], ['Dairy Free', 'Gluten/Wheat Free', 'Organic Ingredients', 'Vegan']]
760	EMBO CAPS® by Suheung	Booth: 4151	['Brea,', 'CA', 'United States']	EMBOCAPS® is the Benchmark of Quality for Empty Hard Capsules.   3 ultra modern plants.   Full product line including all Gelatin and HPMC variations; Delayed Release, Liquid Compatible; and our new Aurora capsules.   Six North American warehouses. 40 years under the same ownership; publicly traded corporation, vertically integrated for sustainability.  Companies that want the best use EMBOCAPS®.  Benchmark Quality + Long Term Stability  Why would you run any other capsule?	Brands: EMBOCAPS® GELATIN|EMBOCAPS® VG PRO|EMBOCAPS® VG ALPHA|EMBOCAPS® LP+|EMBOCAPS® BOVINE|EMBOCAPS® AP|EMBOCAPS® AURORA
GELTECH GELATIN|GELTECH COLLAGEN HYDROLYSATE|GELTECH PUFFS|ESTRO-G100	['Packaging', 'Raw Ingredients', 'Special Attributes']	[['Capsules'], ['Probiotics'], ['Kosher/Parve', 'Vegan']]
761	Emerald Labs	Booth: 4123	['Carson,', 'CA', 'United States']	Emerald Laboratories, the Additive-Free Company, offers an extensive line of formulas using superior forms of nutrients, in therapeutic dosages for clinical results. Each product, including our full line of Coenzymated Multivitamins and Condition-Specifics has been clinically-formulated by Dr. Mark Stengler, N.M.D., according to the high standards of his health practice.  Every product is manufactured in our Family-Owned and Operated GMP Manufacturing Facility in Southern California.	Brands: Emerald Labs	['Special Attributes']	[['Anti-Aging', 'Cruelty-Free', 'Exclusive Line']]
762	Emilia Foods	Booth: 435	['Modena,', 'Italy']	We are a food company based in Modena, where the Italian culinary tradition was born.   Our goal is to provide our international customers with a reliable partner to work on Private label development with imported frozen food from Italy or with a unique Brand across several categories: Via Emilia   A unique point that can be the trait-d’union between our customers and our facilities in Italy, managing from R &D to distribution through warehouses around the world in a efficent way.	Brands: Via Emilia	['Frozen', 'Special Attributes']	[['Frozen Entrées', 'Frozen Desserts'], ['Organic Processed/Packaged', 'Specialty/Gourmet']]
763	EMIRELLI	Booth: 697	['Costa Mesa,', 'CA', 'United States']	N/A	N/A	['Condiments & Sauces', 'Snacks']	[['Olives', 'Pickles & Peppers'], ['Dried Fruit', 'Nuts & Seeds']]
764	Emmi Equator RTD Coffee LLC	Booth: 5481, F52	['Fitchburg,', 'WI', 'United States']	N/A	N/A	['Beverages', 'Special Attributes']	[['Coffee'], ['Organic Food & Bev', 'Specialty/Gourmet', 'Sustainability']]
765	EMOTIONAL UTILITY BEVERAGES	Booth: 5799A	['Beverly Hills,', 'CA', 'United States']	The next generation of mood and mind-boosting beverages. Emotional Utility Beverages contain potent natural and synthetic ingredients such as GABA, Lion's Mane Mushroom, Alpha GPC, L-Tyrosine, Magnesium, L-Theanine and B-Vitamins to optimize chemical messaging in the brain for mood and mind benefits.	Brands: Euphoric, Focused	['Special Attributes']	[['Functional Beverage', 'Organic Ingredients']]
766	ENCORE FRUIT MARKETING, INC.	Booth: 8607	['San Dimas,', 'CA', 'United States']	N/A	N/A	['Frozen', 'Juice', 'Raw Ingredients']	[['Frozen Juice', 'Frozen Vegetables'], ['Fruit Juice', 'Juice Blends', 'Nectars', 'Vegetable Juice'], ['Fruits & Vegetables']]
767	Enoki Cafe	Booth: 8609	['Myrtle Beach,', 'SC', 'United States']	N/A	N/A	[]	[]
768	Enrinity Supplements Inc	Booth: 4669	['Wetland,', 'MI', 'United States']	Enrinity Supplements Inc. continues to enrich the lifestyle of the consumers and proudly stand high as one of the leading Contract Manufacturer in supplement Industry. We take pride in developing a reputation of satisfied customers; built on our consistent delivery, competitive pricing and efficient turnaround times. We follows strict processes and procedures to ensure that all products produced in our facility exceeds all regulations to produce the highest quality of products.	N/A	['Services']	[['Contract Manufacturing']]
769	Enzymedica, Inc.	Booth: 3617	['Venice,', 'FL', 'United States']	Founded in 1998, Enzymedica is the #1 best-selling enzyme brand based on independent SPINS retail sales scan data in the natural retail channel. The Company was formed to strategically respond to the ever-increasing demand by consumers who seek healthier options for improved digestive health and total body wellness.	Brands: Enzymedica, Enzyme Science	['Other Products & Services']	[["Children's Miscellaneous"]]
770	EO Products	Booth: 2441	['San Rafael,', 'CA', 'United States']	EO Products has been making essential oil products in California for over twenty years. We are a family owned, organic manufacturer dedicated to conscious action. We believe that work is love made visible, and are forever restless as we create new ways to share our love with you. We have two brands: EO® & Everyone™. EO® is natural beauty products made to enhance your daily rituals and Everyone™ is natural body care for every body.	Brands: EO® and Everyone	['Cosmetics Personal Care']	[['Baby Care', 'Bath & Body', 'Hair Care', 'Deodorant & Anti-Perspirant']]
771	ePac Flexible Packaging	Booth: 3898C	['Austin,', 'TX', 'United States']	ePac revolutionizes the packaging industry by creating the World's First Global Connected Flexible Packaging Network. Locally produced custom printed packaging allows brands large and small to order to demand with competitive pricing and fast turnaround times. Brands that partner with ePac can boost consumer engagement and decrease their environmental impact.	N/A	['Packaging']	[['Packaging Material', 'Plastic Products', 'Recycled Products']]
772	EpiCor Postbiotic (a Cargill brand)	Booth: 3375	['Ankeny,', 'IA', 'United States']	We bring research-based natural raw ingredients to the global nutrition market. Our products are backed by nearly 75 years of fermentation technology and numerous scientific studies.	Brands: EpiCor(R)
eXselen(R)	['Raw Ingredients']	[['Bio-metabolites/Intermediates', 'Branded Ingredients', 'Other', 'Single Element Minerals']]
773	Epicurean Butter	Booth: N2223	['Thornton,', 'CO', 'United States']	Epicurean Butter makes high-quality, chef-created flavored butter using only the best ingredients. From savory to sweet, our line of flavored butter is available in a variety of sizes and formats available for retail, foodservice, and wholesale needs.	Brands: Epicurean Butter is flavored butter that combines the finest ingredients with time-saving convenience to create an easy, reliable way for consumers, foodservice professionals, and wholesalers.	['Special Attributes', 'Condiments & Sauces', 'Dairy & Eggs']	[['Convenience', 'Food Service Ready', 'Organic Dairy', 'Specialty/Gourmet'], ['Condiments & Sauces'], ['Butter']]
774	Epsom-It, Inc	Booth: 8800	['Portsmouth,', 'NH', 'United States']	N/A	N/A	['Special Attributes']	[['Convenience']]
775	Epson America, Inc.	Booth: 2908	['Los Alamitos,', 'CA', 'United States']	Epson is a global technology leader dedicated to becoming indispensable to society by connecting people, things and information with its original efficient, compact and precision technologies. The company is focused on driving innovations and exceeding customer expectations in inkjet, visual communications, wearables and robotics. Epson is proud of its contributions to realizing a sustainable society and its efforts to realizing the United Nations' Sustainable Development Goals.	Brands: Epson	['Packaging']	[['Other', 'Printing/Soy Inks']]
776	Equii	Booth: 4974	['San Leandro,', 'CA', 'United States']	N/A	N/A	['Bakery', 'Baking & Cooking Ingredients', 'Pasta Sauce & Noodles']	[['Bagels', 'Bread', 'Donuts', 'Rolls', 'Tortillas & Wraps'], ['Baking & Cooking Mixes', 'Flours, Meals'], ['Dry Pasta & Noodles']]
777	Essential Formulas®	Booth: 4139	['Farmers Branch,', 'TX', 'United States']	Essential Formulas Incorporated (EFI) was established in 2000 as the sole U.S. distributor of world-renowned microbiologist Dr. Iichiroh Ohhira’s award-winning probiotic dietary supplements and skin care products. EFI was founded on the philosophy of providing high-quality preventative, supportive and comprehensive pro-health products for the entire family. EFI continually strives to lead the industry in customer and retailer education in the use and efficacy of their innovative products. D-3657 	Brands: Dr. Ohhira's Probiotics® Original Formula; Dr. Ohhira's Essential Living Oils™; Dr. Ohhira's Kampuku™ Beauty Bar; and Dr. Ohhira's Magoroku™ Skin Lotion; Reg´Activ® Cardio Wellness; Reg´Activ® Detox & Liver Health; Reg´Activ® Immune & Vitality.  
	['Raw Ingredients', 'Special Attributes']	[['Probiotics'], ['Anti-Aging']]
778	Essential Oxygen	Booth: F37	['San Rafael,', 'CA', 'United States']	Essential Oxygen is a woman owned, triple bottom line company that envisions the planet & its people beaming with optimal health. They promote this vision by creating truly effective & clean natural products. They make the #1 Selling Natural Mouthwash, Organic Toothpaste, On-Demand Tooth Polish & 3% Food Grade Hydrogen Peroxide. Delicious new flavors of Wintergreen & Cinnamint Organic Mouthwash & 32 oz sizes. Their oxygen-based formulas are Planet Positive™ making grass greener & oceans cleaner.	Brands: We reformulated our #1 selling Peppermint Organic Brushing Rinse to be delicious and added Wintergreen & Cinnamint flavors. We renamed the BR to ‘mouthwash’ to widen our customer base. We’re now offering retail an eco-economical 32 oz. refill size.	['Cosmetics Personal Care', 'Special Attributes']	[['Oral Care'], ['Anti-Aging', 'Cruelty-Free']]
779	Esti Foods	Booth: 974	['Englewood,', 'NJ', 'United States']	Life is a marvel, but you can make it a lot better; for you, for your family and for all of us. That’s why we planted the seed of change for all people’s daily diet, inspired by the earth grown tastes of Mediterranean living. A plant based nutritionally balanced diet is the key to a healthy life. We provide to you a plant based nutrition with pure, natural Mediterranean ingredients leading to a healthy way of life for every one of us, but also every animal, and our one and only planet.	N/A	['Dairy & Eggs', 'Frozen', 'Special Attributes']	[['Yogurt'], ['Frozen Pizza'], ['Dairy Free', 'Gluten/Wheat Free', 'Kosher/Parve', 'Vegan']]
780	ESW Beauty	Booth: 2456	['Hazlet,', 'NJ', 'United States']	ESW Beauty is a clean beauty skincare brand inspired your favorite healthy beverages. Our sheet masks are inspired by raw juices and plant-based milks and our facial tools are inspired by soothing tea. Our clean product formulation is vegan, cruelty-free, and sustainable. We are found in Whole Foods Market, Anthropologie, Cost Plus World Market, Wegmans and a variety of fashion boutiques and gift shops across North America.	N/A	['Packaging', 'Special Attributes', 'Cosmetics Personal Care']	[['Biodegradable Packaging', 'Printing/Soy Inks', 'Recycled Products'], ['Anti-Aging', 'Cruelty-Free', 'Dairy Free', 'Vegan', 'Sustainability'], ['Facial Care', 'Home Spa & Massage']]
781	Ethical Bean Coffee	Booth: 1459	['Vancouver,', 'BC', 'Canada']	Located in Vancouver BC, Ethical Bean roasts only the best Fairtrade Certified, Organic Coffee. As a company we pride ourselves in being both just, and better, in everything that we do. Each bag of Ethical Bean Coffee has a QR code that can be scanned to learn about our farmers, discover cupping notes and roast profiles, and Google Map each bag of beans down to the exact co-op it was grown in.	N/A	['Special Attributes']	[['Full Line Organic', 'Organic Food & Bev']]
782	Eurofins	Booth: 685	['Des Moines,', 'IA', 'United States']	Eurofins is the ideal partner to protect your brand. With a portfolio of over 200,000 analytical methods, Eurofins is committed to outstanding client service, high quality standards and scientific excellence. Our international group of laboratories provides a unique range of analytical testing services to the pharmaceutical, food, environmental and consumer products industries and to governments. Our approximate 45,000 trained staff in 800 laboratories across 47 countries are prepared to provide local expertise wherever your business is located. In addition to being a trusted source for reliable laboratory services, Eurofins is a full service food safety provider.	Brands: •	Eurofins
•	GeneScan
•	Supplement Analysis Center
•	Central Analytical Laboratories
•	Nutritional Analysis Center
•	Frontier Global	['Services']	[['Analytical Laboratories', 'Certification Services', 'Consulting', 'Customer Services', 'Education', 'Training']]
783	Euromed USA, Inc.	Booth: 3579	['Bridgeville,', 'PA', 'United States']	Euromed founded in 1971 is renowned for the purity and potency of the standardized botanical extracts and purified natural actives manufactured at its Barcelona facility. The company possesses 7 industrial certifications and a long-standing supplier to the European pharmaceutical industry. The firm has been inspected by FDA, TGA & its SOPs and analytical capability satisfy the most rigorous regulatory scrutiny.  Extracts are “pharmacopeial-grade” and produced per US & European standards. 	Brands: ABAlife, fig fruit extract with abscisic acid- Pomanox whole pomegranate extract-Silactive, bioavailable milk thistle extract-Spisar, spinach leaf extract with hydroxyecdysone, Wellemon, extract of eriocitrin-Prosterol, saw palmetto fruit extract	['Raw Ingredients']	[['Activated/Metabolite Forms', 'Bio-metabolites/Intermediates', 'Branded Ingredients', 'Fruits & Vegetables', 'Herbs', 'Single Element Minerals']]
784	Eva Commerce	Booth: 3200	['San Diego,', 'CA', 'United States']	N/A	N/A	[]	[]
785	Everest Formulations	Booth: 3311	['Ontario,', 'CA', 'United States']	N/A	N/A	[]	[]
786	Evergreen	Booth: N1236	['Glencoe,', 'IL', 'United States']	At Evergreen, we do breakfast better. All our products are packed with a whole serving of fruits and veggies, fiber to support gut health and protein for sustenance. Made with cage-free eggs and sweetened with maple syrup, our waffles and breakfast sammies serve up incredible tastes that are not only way better for you, they’re also make-your-day-delicious. Just minutes in the toaster or seconds in the microwave...if only your kids could be ready this fast!  We've got breakfast covered.	Brands: Evergreen	['Bakery', 'Dairy & Eggs', 'Frozen', 'Meat & Seafood']	[['Waffles'], ['Cheese', 'Eggs'], ['Frozen Breakfast', 'Frozen Burritos & Breakfast Sandwiches'], ['Bacon', 'Sausage']]
787	Everlite Nutraceuticals	Booth: 2898E	['Chino,', 'CA', 'United States']	N/A	N/A	[]	[]
788	Every Body Eat®	Booth: N135	['Chicago,', 'IL', 'United States']	N/A	N/A	['Bakery', 'Snacks', 'Special Attributes']	[['Cookies'], ['Chips', 'Crackers'], ['Allergy Free', 'Dairy Free', 'Egg Free', 'Gluten/Wheat Free', 'Kosher/Parve', 'Special Diet', 'Specialty/Gourmet', 'Vegan']]
789	Every Man Jack	Booth: 2511	['Corte Madera,', 'CA', 'United States']	Every Man Jack is a brand that inspires men to care of themselves and connect to the world around them.  We do this by creating effective, clean, responsibly made, and affordable men’s grooming and personal care products.  Every Man Jack products draw from our passion for nature with naturally derived ingredients and scents that bring the best of the outdoors into our bottles and bars.	N/A	['Cosmetics Personal Care', 'Special Attributes']	[["Men's Personal Care & Grooming", 'Hair Care', 'Deodorant & Anti-Perspirant', 'Hair Removal & Shaving'], ['Anti-Aging', 'Cruelty-Free']]
790	Everyday Dose	Booth: N235	['Austin,', 'TX', 'United States']	N/A	N/A	[]	[]
791	Everyday Dose	Booth: 4964	['Austin,', 'TX', 'United States']	N/A	N/A	[]	[]
792	Evie's Snacks	Booth: 7905	['Philadelphia,', 'PA', 'United States']	N/A	N/A	[]	[]
793	EVIL Snacks	Booth: N146	['Las Vegas,', 'NV', 'United States']	N/A	N/A	['Snacks', 'Special Attributes']	[['Chips', 'Other Snacks', 'Vegetable Snacks'], ['Convenience', 'Cruelty-Free', 'Dairy Free', 'Egg Free', 'Functional Food', 'Kids', 'Specialty/Gourmet', 'Vegan']]
794	EVIVE SMOOTHIE INC.	Booth: 2493	['Montreal,', 'QC', 'Canada']	Delicious ingredients packed into frozen smoothie cubes! Made with wholesome fruits and vegetables, superfoods, our unique and innovative products allow you to prepare a healthy meal in minutes! There are 2 main ways to prepare our smoothie cubes ! 1) Pop cubes into your blender with your favourite liquid base to enjoy instantly or 2) Pop cubes into your to-go smoothie cup with your favourite liquid base and let it melt awhile you’re on your way to work or the gym and shake! Ta-da!	Brands: Evive is more than just a health-food business, it’s a way of life. It’s a deep desire to provide a quick and simple way to prepare the healthy foods you love.	['Frozen', 'Special Attributes']	[['Frozen Juice'], ['Organic Ingredients', 'Vegan']]
795	Evolve Activation	Booth: 8814	['Sun Valley,', 'CA', 'United States']	N/A	N/A	[]	[]
796	Evolved Chocolate	Booth: N1013	['Hauppauge,', 'NY', 'United States']	N/A	N/A	['Special Attributes']	[['Cocoa', 'Dairy Free', 'Organic Ingredients', 'Specialty/Gourmet', 'Vegan', 'Convenience', 'Full Line Organic', 'Gluten/Wheat Free']]
797	Exceedient Foods	Booth: 799	['Sacramento,', 'CA', 'United States']	N/A	N/A	['Baking & Cooking Ingredients', 'Dried Beans, Rice & Grains', 'Services', 'Special Attributes']	[['Flours, Meals'], ['Rice'], ['Contract Manufacturing'], ['Gluten/Wheat Free', 'Allergy Free', 'Kosher/Parve', 'Organic Ingredients']]
798	Excellentia International	Booth: F4	['Fairfield,', 'NJ', 'United States']	N/A	N/A	[]	[]
799	Explorer Cold Brew	Booth: N1110	['Brooklyn,', 'NY', 'United States']	N/A	N/A	['Adult Beverages', 'Beverages']	[['Syrups & Bitters'], ['Coffee', 'Drink Mixers & Syrups', 'Tea & Infusions']]
800	Expo Commodities Global (Pvt) Ltd	Booth: 2060	['colombo,', 'Sri Lanka']	N/A	N/A	[]	[]
801	Export-Import Bank of the U.S.	Booth: 3167	['Washington,', 'DC', 'United States']	N/A	N/A	[]	[]
802	F.LLI Sacla S.p.A.	Booth: 5261	['Asti,', 'Italy']	Sacla' was founded in Asti, Piedmont, Northern Italy, more than 70 years ago. Today the Company is still passionately run by the same family of Food Lovers, committed in authentic contemporary Italian Foods. Sacla' uses the finest ingredients only and, not surprisingly, everything is Made In Italy. Our sauces are made in respect of the next generations: we installed more than 5,000 square meters of solar panels on top of our factory in Italy, producing enough power to run a complete production line. 	Brands: SACLA'	['Special Attributes', 'Condiments & Sauces']	[['Organic Processed/Packaged', 'Specialty/Gourmet'], ['Condiments & Sauces']]
803	Fabalish	Booth: N1716, F122	['Wallington,', 'NJ', 'United States']	N/A	N/A	[]	[]
804	FABBRI USA 1905 LLC	Booth: 2090	['Manhattan Beach,', 'CA', 'United States']	Fabbri 1905, a company that boasts a hundred years of experience in the fine Italian culinary tradition, offers premium ingredients and innovative solutions to professionals and consumers. Fabbri products are that special touch that brings out individual creativity, at home and away from home, in the preparation of food and beverages.	N/A	['Special Attributes']	[['Gluten/Wheat Free', 'Kosher/Parve']]
805	Faber Chemical and Medicine	Booth: 2986	['Istanbul,', 'Türkiye']	N/A	N/A	[]	[]
806	Fable Spirit Lda	Booth: 4298A	['Amora,', 'Portugal']	N/A	N/A	[]	[]
807	Fabpac Corporation	Booth: N1201	['East Stroudsburg,', 'PA', 'United States']	N/A	N/A	[]	[]
808	Fage USA Dairy Industry, Inc.	Booth: 581	['Johnstown,', 'NY', 'United States']	N/A	Brands: FAGE Total Greek strained yogurt
FAGE TruBlend Greek strained yogurt
FAGE Sour Cream	['Dairy & Eggs', 'Special Attributes']	[['Yogurt'], ['Specialty/Gourmet']]
809	Faire	Booth: 5299	['San Francisco,', 'CA', 'United States']	N/A	N/A	[]	[]
810	Fairteck Holding Pte Ltd	Booth: 2490	['Singapore,', 'Singapore']	N/A	N/A	[]	[]
811	Family Foods International	Booth: N932	['Paramount,', 'CA', 'United States']	N/A	N/A	[]	[]
812	Family Freeze Dry, LLC	Booth: 8518	['Clearfield,', 'UT', 'United States']	N/A	N/A	[]	[]
813	Farbest Brands, Div. of Farbest-Tallman Foods Corporation	Booth: 2162	['Montvale,', 'NJ', 'United States']	N/A	Brands: Tatua Nutritionals, Alland & Robert, Farbest Dairy Proteins, Farbest Vitamins	['Services', 'Raw Ingredients']	[['Contract Manufacturing'], ['Branded Ingredients', 'Proteins/Amino Acids', 'Specialty Peptides', 'Vitamins']]
814	FARE	Booth: 1599A	['McLean,', 'VA', 'United States']	N/A	N/A	[]	[]
815	Farmer Bob	Booth: 8318	['Irvine,', 'CA', 'United States']	N/A	N/A	[]	[]
816	Farmers Hen House, Inc.	Booth: N319	['Kalona,', 'IA', 'United States']	Producer, processor, and marketer of organic, free-range, and pasture-raised shell eggs. We are a family owned and operated company that contracts with small family farms to produce the eggs.	N/A	['Special Attributes']	[['Kosher/Parve', 'Low Carb', 'Organic Dairy', 'Organic Food & Bev', 'Organic Processed/Packaged']]
817	Farm's Elite	Booth: 2793	['Paramus,', 'NJ', 'United States']	Premium distributor of vegetable edible oils and other Mediterranean products. We offer a wide range of products from olive oil to avocado oil and other special oils, such as grapeseed or sunflower. We can offer consolidated consumer brands (leaders on italian market), bulk or your private label.	Brands: Pietro Coricelli, Casa Coricelli, Ethnos, Abasa, Fragancia. PL.	['Raw Ingredients']	[['Fats & Oils']]
818	Fast Track Packaging	Booth: 2963	['Guelph,', 'ON', 'Canada']	N/A	N/A	[]	[]
819	FBF North America, LLC.	Booth: 208	['Hartland,', 'WI', 'United States']	N/A	N/A	[]	[]
820	FC Brands	Booth: N239	['New York,', 'NY', 'United States']	N/A	Brands: Full Circle Home, For Good	['Packaging']	[['Glass Bottles']]
821	Federal Equipment Company	Booth: 3574	['Cleveland,', 'OH', 'United States']	Federal Equipment Company offers 60 years of expertise buying and selling pharmaceutical processing and packaging equipment. We optimize the value you recoup for surplus equipment, while making the removal process easy. And we ensure you get the equipment you need quickly when sourced from our broad, on-hand inventory of reliable used machines.	N/A	['Services']	[['Training']]
822	Feelgoodz	Booth: 3016	['Raleigh,', 'NC', 'United States']	Feelgoodz is a sustainable lifestyle footwear company committed to premium quality and exceptional comfort. Kyle Berner founded the brand in 2008 while backpacking through Thailand after discovering curiously comfortable, natural rubber flip-flops.  Today, Feelgoodz is headquartered in Raleigh, NC and the footwear collection extends beyond flip-flops and remains dedicated to using all-natural materials crafted by farmers, artisans and cooperatives from around the world.	N/A	[]	[]
823	Felicetti US, Inc.	Booth: N1418	['Charlotte,', 'NC', 'United States']	Felicetti manufactures pasta in the heart of the Dolomites.  We have been making pasta for more than 120 years and today we are considered one the premier pasta makers in Italy. All our wheat is grown in Italy on Farms we have done business with for generations. Our factory is Leed certified, and we produce 95% of our own electricity.	Brands: Monograno Felicetti
Felicetti Organic 
Felicetti Originale	[]	[]
824	Felicific Inc	Booth: 4665	['Flushing,', 'NY', 'United States']	N/A	N/A	[]	[]
825	Fenchem Inc	Booth: 3794	['Nanjing,', 'China']	N/A	Brands: Tocovet(TM)/ Cholevel(TM) /Solavon(TM)/ HyaMax(TM)/Nutra-Red(TM)/Cellmotive(TM) /LuMarin(TM/VisionCare(TM)/ Ginktone(TM)	['Raw Ingredients', 'Special Attributes']	[['Herbs', 'Vitamins'], ['Anti-Aging']]
826	Fermented Food Holdings, Inc (Bubbies & Wildbrine)	Booth: 983, N1222	['Madison,', 'WI', 'United States']	Bubbies food products are always Preservative Free, OU Kosher Certified, Gluten Free and made with Non-GMO Ingredients. Our Bread & Butter Chips are sweetened with Pure Cane Sugar, and our Extra! Hot, Beet & Prepared Horseradishes are made with only natural ingredients. Bubbies Kosher Dill Pickles, Sauerkraut and Kosher Dill Relish are all fermented in brine with naturally present cultures to create a taste you must experience to appreciate.	Brands: Bubbies	['Packaging', 'Special Attributes']	[['Glass Bottles'], ['Kosher/Parve', 'Specialty/Gourmet', 'Vegan', 'Organic Food & Bev']]
827	Ferrarelle Societa Benefit	Booth: 5256	['Norwalk,', 'CT', 'United States']	N/A	N/A	[]	[]
828	Fevertree USA Inc	Booth: 5699A	['Penthouse New York,', 'NY', 'United States']	N/A	N/A	[]	[]
829	FH Packaging	Booth: 3052	['Eastvale,', 'CA', 'United States']	N/A	N/A	['Packaging']	[['Biodegradable Packaging', 'Glass Bottles', 'Packaging Material', 'Paper Products', 'Plastic Bottles', 'Plastic Products', 'Printing/Soy Inks', 'Recycled Products']]
830	Fibrant	Booth: N616	['Los Angeles,', 'CA', 'United States']	N/A	N/A	[]	[]
831	Fiddyment Farms	Booth: 895	['Lincoln,', 'CA', 'United States']	N/A	N/A	['Baking & Cooking Ingredients', 'Snacks', 'Special Attributes']	[['Baking & Cooking Mixes'], ['Nuts & Seeds'], ['Food Service Ready', 'Kosher/Parve', 'Specialty/Gourmet']]
832	Field Theory Foods	Booth: N1335	['Hastings,Â', 'MN', 'United States']	N/A	N/A	['Bakery', 'Baking & Cooking Ingredients', 'Raw Ingredients']	[['Muffins'], ['Baking & Cooking Mixes', 'Flours, Meals'], ['Fats & Oils', 'Proteins/Amino Acids']]
